La ciudad de Nueva York es una de las más icónicas y vibrantes del mundo, con su famosa Estatua de la Libertad.	111
El plátano es una fruta muy nutritiva y versátil, que se puede comer fresca o utilizarse en recetas de postres.	111
"La palabra ""vida"" suena muy vital y llena de energía, y puede ser una de las más importantes para todas las personas."	117
El gorila es un animal muy fuerte y poderoso, que vive en la selva y se comunica a través de gruñidos y gestos.	111
El sonido de la batería es fuerte y rítmico, y puede ser utilizado en una variedad de géneros musicales.	104
El flamenco es un ave muy elegante y hermosa, con su plumaje rosado y su elegante danza.	88
"La palabra ""esperanza"" suena muy motivadora y positiva, y puede inspirar a las personas a seguir adelante."	106
El murciélago es un animal muy interesante y peculiar, que se mueve en la noche y se orienta a través de la ecolocación.	120
El sonido del violín es suave y emotivo, y puede ser utilizado para expresar una variedad de emociones.	103
El canguro es un animal muy ágil y saltarín, que vive en Australia y se mueve por grandes saltos.	97
¿Cómo puedo comunicarme con el jefe de gobierno?	48
Solo quiero escuchar algo diferente.	36
Necesito una máquina de escribir con teclas suaves.	51
Ser científico en la India está muy bien considerado.	53
¿Necesitas que tu computadora tenga mucha memoria?	50
El chile es un ingrediente muy picante y popular en la gastronomía mexicana, que se utiliza para darle sabor a una gran variedad de platillos.	142
"La palabra ""tristeza"" suena muy melancólica y emotiva, y puede ser utilizada para describir una variedad de emociones negativas."	128
El rinoceronte es un animal muy grande y poderoso, que vive en África y tiene una piel gruesa y arrugada.	105
El sonido del piano es suave y dulce, y puede ser utilizado en una gran variedad de géneros musicales.	102
El pingüino es un animal muy simpático y tierno, que vive en climas fríos y se desplaza a través del hielo.	107
"La palabra ""alegría"" suena muy positiva y motivadora, y puede inspirar a las personas a buscar la felicidad y el bienestar."	123
El zorro es un animal muy astuto y hábil, que vive en una gran variedad de climas y se mueve a través de grandes saltos.	120
El sonido del violoncello es profundo y resonante, y puede ser utilizado para crear atmósferas emotivas y melancólicas.	119
El gorrión es un ave muy común y sencilla, que vive en una gran variedad de entornos urbanos y rurales.	103
"La palabra ""amor"" suena muy cálida y cercana, y puede ser utilizada para describir una de las emociones más poderosas y universales."	132
¿Cuál fue el último disco que grabaron?	39
Montar un mueble de Ikea es como resolver un acertijo.	54
Las aerolíneas priorizan sus beneficios al bienestar de sus pasajeros, ¡qué mal viaje pasé!	91
¡Solo quiero invitar a mi familia!	34
¡Hoy decidí dejar de ser contador!	34
El chocolate es un dulce muy popular y delicioso, que se elabora a partir del cacao y se utiliza en una gran variedad de postres.	129
"La palabra ""sorpresa"" suena muy emocionante y misteriosa, y puede ser utilizada para describir una variedad de situaciones inesperadas."	135
El león es un animal muy imponente y majestuoso, que vive en las llanuras de África y se comunica a través de rugidos.	118
El sonido del clarinete es suave y melancólico, y puede ser utilizado para expresar una gran variedad de emociones.	115
El canguro es un animal muy ágil y saltarín, que vive en Australia y se desplaza a través de grandes saltos.	108
"La palabra ""esperanza"" suena muy motivadora y positiva, y puede inspirar a las personas a buscar un futuro mejor."	113
El jaguar es un animal muy poderoso y elegante, que vive en la selva y se alimenta principalmente de carne.	107
El sonido de la guitarra es cálido y envolvente, y puede ser utilizado para crear atmósferas románticas y emocionales.	118
El quetzal es un ave muy colorida y hermosa, que vive en las selvas de América Central y es considerada un símbolo de libertad y belleza.	137
"La palabra ""justicia"" suena muy importante y necesaria, y puede ser utilizada para describir el valor de tratar a todas las personas con equidad y respeto."	155
¿Qué hizo el presidente cuando perdió su partido?	49
Hay varios cines cerca de tu hotel.	35
¿Estás buscando algo en especial?	33
¿Deseas avisar a tu familia y decirles que estás bien?	54
Mañana va a nevar al amanecer y a la tarde caerá granizo.	57
Los zapatos se estropean con la lluvia torrencial.	50
Ayer hizo un frio de espanto.	29
Los documentales de águilas cazando lobos son espectaculares.	61
Llevo unos meses a dieta pero se me antojó una pizza.	53
Me llegó una invitación para un casting pero no conozco bien al director.	73
En Portugal, ¡se dan las olas más grandes del mundo!	52
¡Los quesos que hacen en esa zona son para chuparse los dedos!	62
A mi mujer le gustaban mucho los perros y los gatos, pero yo quiero tener una serpiente.	88
Yo te puedo reservar los boletos si quieres.	44
Me enteré que viene a México el mejor músico de música paquistaní del mundo.	76
El muñeco que le compré a la hija de Fernanda le encantó tanto que ahora Enrique le tiene envidia. 	99
¡Estoy muy emocionado porque me voy a tierra del fuego!	55
Estrenaron una obra de teatro acá en Caracas, pero no me acuerdo si es un drama.	80
Necesito que me ayudes a buscar centros de reciclaje, ¡tengo mucho cartón!	74
Estoy acá con una amiga cocinando arroz.	40
Una vez que te inscribes, te envían una tarjeta especial y la usas como si fuera tu tarjeta del subte.	102
¿Cuántos deportes se practican en las olimpiadas y cuántos países participan?	77
En este momento estoy enviando a sus mails unos links de unas meditaciones en YouTube	85
¿Quién subió el mejor video?	28
¿Tienes alguna otra sugerencia?	31
Un plan así: romántico, bonito, íntimo.	39
Salió al mercado un modelo nuevo con distintos colores.	55
Voy a llevar a mi sobrino a Disney World y quería saber los horarios del parque para planearlo todo muy bien.	109
¡Necesito tu ayuda para una tarea de la escuela!	48
¡Los datos que arroja la contaminación subacuática del océano pacifico son alarmantes!	86
Quiero que me recomienden música que haya ganado algún premio.	62
¡Estoy muy emocionado porque me voy a Italia!	45
Hasta que no acabes la tarea no puedes salir con tus amigos.	60
¿Le cayó alguna sustancia irritante?	36
Mañana va a llover todo el día, ¡no olvide su impermeable!	58
¿Por qué dicen que la sal no es saludable?	42
¡No te entiendo nada!	21
El yoga además de relajarte y de equilibrar tu organismo,  también te permitirá tonificar los brazos y las piernas	114
Busca carteras que cuesten entre tres mil y cinco mil pesos.	60
Geográficamente hablando, es un lugar de mucho relieve, hay llanos, hay montañas, hay cerros y hay cascadas.	108
El pijama de rayas es azul.	27
No te recomiendo que compres un auto usado, porque es muy difícil saber en qué estado se encuentra	98
Quiero poder conectarme al internet por medio de la televisión.	63
En el noticiero nocturno no vi al presentador de siempre.	57
¿Qué café es el que más me recomiendas?	39
Hemos encontrado varios blogs con opiniones generales sobre el tema.	68
Quiero saber, ¿Qué tipo de pizza tiene menos calorías?	54
¿Te gustan los chocolates?	26
La granizada destruyó toda la plantación de lechuga.	52
Tengo que viajar a España a un concierto y no sé cómo reservar los boletos del teatro.	86
La pronunciación del francés es difícil.	40
¿Puedes verificar si hay alguna ferretería cerca de casa de mis abuelos?	72
¿Cuándo nació Napoleón Bonaparte?	33
¿Me puedes mandar más información sobre los hechos?	51
No supo descifrar las huellas.	30
Parece ser que las líneas están saturadas señor, pero podría seguir intentando.	79
Estoy buscando los libros más famosos del dos mil diecisiete.	61
Este entrenador es muy famoso.	30
¡La primera les va a encantar!	30
Ellos ven la televisión entre la una y las tres de la tarde.	60
Definitivamente el departamento tiene que tener terraza o balcón.	65
En ese canal hay documentales a esas horas.	43
Para la caída del cabello tengo un nuevo champú.	48
Los precios que manejan están entre cincuenta y ciento cincuenta pesos.	71
Tengo un teléfono que funciona muy mal.	39
Estoy seguro que has escuchado la canción porque la compraste hace tres años y medio a través de internet.	106
La pelea entre Rodrigo y Manuel estaba arreglada.	49
¡No me gusta comer en un lugar con mucha gente!	47
Tiene que estar dos horas antes de la función para buscar las entradas.	71
¡La película me llegó al corazón!	33
Las motos no son muy seguras.	29
Las sillas de aluminio se rompen enseguida.	43
Volar en avión en años recientes es muy incómodo, en clase turista sobre todo si eres grande.	93
¿Podrás pasar alguna obra de teatro para hoy a la noche?	56
Ahora puedes encontrar jamón serrano en todos lados.	52
Como vienen personas de diferentes partes del mundo, necesito traductores.	74
¡Tienes razón!, es mucho mejor andar en bici, últimamente he visto muchas bicicletas rojas.	91
¿Te gustaría comer hamburguesas con una cerveza artesanal?	58
¿Qué opciones de horario de salida hay?	39
Te quiero pedir ocho cajas de papel higiénico y treinta de toallas no desechables.	82
Si prefieres ir por tierra te recomiendo que te hospedes en el hotel paraíso para que llegues de día y no de noche.	115
Mañana va a llover en la tarde después de las cuatro y media.	61
¿Cuáles son los días que se destinan a los ciclistas?	53
Necesito hacer una página web y no sé cómo.	43
Con esta información, ¡tú director de casting va a quedar encantado!	68
¿Cómo se llama el presidente de Francia?	40
¿Cuál es la definición de una obra de teatro?	45
 ¡Mañana va a hacer mucho frío!	31
¿Cuántos deportes se practican en las olimpiadas y cuántos países participan?	77
¿Necesitas que te reserve un taxi?	34
¿Cuál es el diario más importante?	34
¿En qué calle está la casa?	27
Su trabajo es arriesgado y profundo.	36
Tengo que hacer una presentación para la oficina y queremos relacionarlo con un evento deportivo.	97
¿Necesitas que te reserve también tu vuelo?	43
¿Puedes verificar si hay algún colegio cerca?	45
¿Hay algún vuelo más barato que pase por las islas canarias? 	61
Las rosas simbolizan el amor.	29
Recomiéndame un libro con una historia romántica.	49
Quiero saber, ¿Qué está pasando en Veracruz?	44
Te doy la bienvenida a nuestro evento.	38
Que pases un feliz Viernes.	27
Gracias por prestarme unos minutos de tu tiempo.	48
Nuestra oferta es insuperable, no hay nada parecido en el mercado.	66
Te dejé las llaves en el buzón.	31
En España se hablan muchos idiomas.	35
La lluvia no me molestó tanto como esperaba.	44
Viajar contigo siempre es agradable.	36
Me gusta coleccionar monedas antiguas.	38
Me encantan los churros con chocolate.	38
Deberíamos tener una cita para comer juntos, siempre es divertido.	66
Raúl se siente muy arraigado a su tierra.	41
¡Para la caída del cabello, tengo un nuevo jabón!	49
¿Qué color favorito es el más popular?	38
El pijama de rayas es azul.	27
Las máquinas de escribir antiguas pueden ser muy caras.	55
Al circular menos automóviles en la ciudad, se logra una mejor calidad del aire.	80
¿A qué horas quieres ir al cine?	32
¡Estoy destinada a triunfar!	28
Tengo una junta de negocios con la firma del abogado ¿recuerdas?	64
Para abrir los poros de la piel, lo mejor es ir a una sauna o tomar un baño de vapor.	85
Para hacer esta receta necesitas fruta y alcohol.	49
Quiero que me ayudes a elegir un regalo.	40
El yoga además de relajarte y de equilibrar tu organismo también te permitirá tonificar los brazos y las piernas.	113
La oscuridad del pozo era obscena por naturaleza.	49
Aquí doblamos a la derecha.	27
Las tejas rojas del tejado no son de México.	44
Estaba pensando en ir a acampar.	32
Lo puedes pagar con la tarjeta verde de Visa.	45
¿Cuáles son las principales diferencias?	40
¿Cuál es la estación de metro más cercana?	42
Si el cuerpo pide descanso hay que dárselo, dicen los médicos.	62
Mañana ve abrigada, usar un gorro de lana y guantes es lo más recomendable	74
 El viaje en avión es más rápido que en barco.	46
¿Quién subió el mejor video?	28
La pronunciación del francés es difícil.	40
Quiero averiguar cómo se llama un director de cine.	51
¿Cuándo sucedió la primera Guerra Mundial?	42
Por ahí se dice que este personaje malversó una cantidad extraordinaria de fondos públicos.	91
En las noticias de anoche, no vi que el presidente de Estados Unidos estuviera en problemas con el senado.	106
¡Las bocinas que te dije son enormes!	37
¿Sabes que se puede hacer con ellas?	36
Es muy fácil usar las bicis de la ciudad, con tu tarjeta de crédito alquilas tu bici.	85
Mañana va a hacer mucho viento y habrá tormenta.	48
¿Quién subió el mejor video?	28
La calle está llena de hoyos.	29
Tienes que denunciar inmediatamente el accidente para que lo cubra el seguro.	77
Quiero un jabón para relajarme.	31
¡Necesito tu ayuda urgente!	27
¿Qué tan destruida quedó la ciudad de Nueva Orleans después del huracán Katrina?	80
Los hámsteres comen zanahoria.	30
En el salón de fiestas entran alrededor de mil quinientas personas.	67
Hoy a la tarde saqué mi tarjeta para la bicicleta urbana.	57
Ayúdame a encontrar un buen gimnasio pero que esté cerca de mi casa.	68
La granizada destruyó toda la plantación de lechuga.	52
Quiero irme de vacaciones a Hawái pero no sé si el volcán está activo.	70
Se hicieron versiones en todos los idiomas de esa canción.	58
Voy a necesitar que lo pagues con la tarjeta roja.	50
Te recomiendo que te lleves un buen libro, o descargues una buena película para disfrutar el viaje.	99
¿Quieres que te recomiende algo en particular?	46
Además, no necesitas comprar una bicicleta, puedes usar las de la ciudad.	73
No sé hablar Malayo.	20
¿Deseas avisar a tu familia que estás bien?	43
Te quiero pedir cincuenta bolsas de basura extra grandes y veinticinco carpas.	78
¿Puedes verificar si hay alguna estación de tren cerca del aeropuerto?	70
¡La piel es muy porosa!	23
Del subte al museo son quince minutos.	38
¿Hay algún video viral esta mañana?	35
Quiero ver una película pero que sea en una pantalla grande.	60
¿Quieres aprender el idioma a nivel de negocios o lo quieres para una cuestión más cotidiana?	93
¿Me ayudas a hacer los deberes?	31
Creo que se le dislocó el hombro.	33
El siguiente semestre quiero empezar a estudiar licenciatura en cine.	69
Los atajos están más libres de circulación que nunca en los últimos tiempos.	76
Me gustaría organizar unas charlas sobre mecánica industrial.	61
Él sabe que con eso va a pasar a la historia.	45
La parte de las cataratas del Niágara que está del lado estadounidense es bastante aburrida.	92
Les recomiendo que escalen siete montañas de más de cinco mil metros sobre el nivel del mar.	92
Los champiñones silvestres son los más sabrosos.	48
Corea del norte logró lanzar un misil a una distancia de quinientos kilómetros por primera vez.	95
Últimamente he visto muchas bicicletas en la calle.	51
Últimamente he andado muy acelerado.	36
El caballo está amarrado.	25
¡Tocar el xilófono es mi hobbies favorito!	42
¿Es un vuelo directo o hace escala?	35
Quiero que me des tu opinión sobre la nueva obra de teatro.	59
¿Sabes de electricidad?	23
Necesito cambiar un enchufe y no sé cómo.	41
Te voy a mandar una lista de los mejores éxitos en español directo a tu celular.	80
Estoy acá con una amiga cocinando comida tailandesa.	52
Estoy aburrido con la música de mi teléfono.	44
Quiero que me recomiendes algo nuevo.	37
¡La película me llegó al corazón!	33
Le recomiendo los Alpes Suizos.	31
¿Podrías comprar por favor el disco y enviárselo a mi mamá?	59
Este libro nos muestra una teoría, sobre la importancia del arte en el ámbito científico.	89
La obra de teatro, “El flautista” fue un éxito rotundo.	55
¿Qué presupuesto está dispuesto a pagar?	40
Estoy buscando un restaurante de cocina tradicional.	52
¿Me puedes ayudar a coser un parche?	36
Los hámsteres comen zanahoria.	30
Tiene el tiempo contado.	24
No entiendo nada.	17
Quiero ver una película de comedia.	35
Primero que nada, vamos a hacer un ejercicio de respiración.	60
Los hámsteres comen zanahoria.	30
La ciudad es bellísima y tan alegre.	36
¿Qué necesito para sacar el registro?	37
El jeroglífico tiene un pez amarillo.	37
Que bien que puedo hablar contigo.	34
¿Te gusta la nieve?	19
Ya llegó el taxi, está acá fuera.	33
¿Conoces la historia del cine mudo?	35
Quiero que los chicos vean algo que sea más adecuado a su edad, y no sea tan violento.	86
¿Cómo está tu estado físico?	28
¿Quieres que te mande la noticia de los diferentes medios?	58
Ayer vi una película francesa sobre la primera guerra mundial  y me llamó mucho la atención uno de los soldados.	112
Los niños tienen mucha imaginación.	35
Es producto del programa alemán de entrenamiento científico.	60
Tengo una reunión con mis amigos y queremos ir a un café.	57
¡Quiero comprar una camisa negra!	33
La ciudad es bellísima y tan alegre.	36
Ayer fui al cine y vi una película pésima.	42
En cada estación de bicicleta, introduces tu tarjeta y te dice la bicicleta que puedes usar.	92
¿Me puedes mandar fotos de tu gato?	35
¡Estoy entusiasmado por meterme a jugar en el equipo de fútbol!	63
¿Me podrías decir qué otros lugares puedo visitar en Canadá?	60
¿En qué calle está la casa?	27
Hay tres cafés que están abiertos.	34
Hasta las once de la noche.	27
Quiero hacer una compra en internet para ayudar a los damnificados.	67
Quiero salir de viaje con mis padres, pero no sé a dónde.	57
¿Me puedes por favor enviar algún link de la película?, por si yo me animo a verla.	83
¡Estoy buscando un restaurante de pescados y mariscos!	54
Quiero saber, ¿cuál es la hamburguesa con menos calorías?	57
Se recomienda que lleves un pantalón de jean, zapatillas cómodas o botas para caminar.	86
¡Los corazones de pollo son una delicia!	40
¡Haz la reserva para que llegues con tiempo al concierto!	57
¡Es importante que te sientas cómodo en un avión!	49
¡De postre voy a servir merengue!	33
¿Cuánto cuestan los boletos del ballet?	39
¡Quiero saber datos curiosos sobre la reina de Inglaterra!	58
¡Marcela es chef!	17
No hay sin embargo ningún jugador lastimado, porque ellos tenían el equipo adecuado para protegerlos.	101
¿En qué calle está la casa?	27
¡Quiero ir de viaje con mis amigos de la universidad y no sé a dónde! 	70
¡La enciclopedia británica dice que el ser humano tiene libre albedrío!	71
¡Te aconsejo que lleves un impermeable!	39
¿Quieres comprarla por internet o en persona?	45
¡Estoy muy ocupada con el trabajo!	34
Recomiéndame un libro basado en una historia verídica.	54
¿Sigue vivo Francisco Toledo?	29
Hay nuevos canales de audio en cada una de las salas de cine donde cada uno puede escuchar la película según su acento.	119
¿Sabes de plomería?, necesito cambiar un grifo y no sé cómo.	60
¡Es muy importante añadir a la receta cien mililitros de vino blanco!	69
En ese canal pasan películas de niños a esas horas.	51
¿Necesitas que te reserve también tu vuelo?	43
Los equipos que participaran en el mundial de fútbol son: México, Panamá, Costa Rica y Estados Unidos.	102
La pronunciación del francés es difícil.	40
¡Se me rompió la bacha y no sé cómo arreglarla!	47
Me gustaría organizar unas charlas sobre literatura fantástica.	63
¡Te mando un beso y nos estamos viendo!	39
Por las tardes se escucha música en la plaza.	45
Esos departamentos no aceptan mascotas.	39
Nunca fuiste constante en tu vida	33
¿Cuánto cuestan los boletos del teatro?	39
¿Qué equipos participan en el mundial de fútbol?	48
¡Los corazones de pollo son una delicia!	40
Solo quiero escuchar algo diferente.	36
Los hongos rojos no son comestibles.	36
¿Hay algún estreno de cine?	27
Quiero ir de viaje solo, pero no sé a dónde.	44
¿Qué canales pueden ver los niños que sean más apropiados para su edad?	71
Quiero comprar una computadora y quiero que me ayudes a hacer un pedido.	72
¿Quién subió el mejor video?	28
¡Ayer llovió mucho y llegué tarde a mi reunión!	47
¿Qué necesitan saber?	21
¡Los niños tienen mucha imaginación!	36
¡Caracas tiene muchísimos parques donde hay conciertos gratuitos!	65
El mes de febrero es el más frío del año.	41
¿Me puedes decir qué teléfono debo comprar?	43
Quisiera recordar los tiempos de mi niñez.	42
¿Cuáles son las principales diferencias?	40
¿Ve usted la pestaña en la parte superior izquierda que dice buscar?	68
Las estadísticas muestran que hay más accidentes de tráfico durante la noche que durante el día.	96
¡Edgar, quisiera hacer un depósito a la cuenta de mi primo!	59
Y ¿a qué hora es ese programa de radio?	39
¡Los chorizos que hacen en esa zona son deliciosos!	51
Por las tardes se escucha música en la plaza.	45
¿Quieres que te recomiende algo en particular?	46
La bicicleta urbana se ha convertido en uno de los medios de transporte más peligrosos.	87
Tienes muy pocas opciones si te interesa la fotografía.	55
